ts,rto,rtt,rttvar,mss,pmtu,rcvmss,advmss,cwnd,bytes_acked,segs_out,segs_in,data_segs_out,bbr_bw,bbr_min_rtt,bbr_pacing_gain,bbr_cwnd_gain,send,pacing_rate,delivery_rate
1529689789.366504211,224,22.688,0.164,1448,1500,536,1448,372,560087886,386984,43776,386982,98.1e6,20.088,1.25,2,189.9e6,127.1e6,95.6e6,47824ms
1529689789.378254239,224,22.755,0.271,1448,1500,536,1448,372,560232686,387084,43787,387082,98.1e6,20.088,1.25,2,189.4e6,127.1e6,93.8e6,47836ms
1529689789.390009049,224,22.686,0.164,1448,1500,536,1448,372,560363006,387184,43797,387182,98.1e6,20.088,1.25,2,190.0e6,127.1e6,93.8e6,47848ms
1529689789.401650664,224,22.74,0.252,1448,1500,536,1448,372,560507806,387279,43808,387277,98.1e6,20.088,1.25,2,189.5e6,127.1e6,95.7e6,47860ms
1529689789.413312241,224,22.819,0.391,1448,1500,536,1448,372,560645366,387379,43819,387377,98.1e6,20.088,1.25,2,188.8e6,127.1e6,93.1e6,47872ms
1529689789.425143683,224,22.674,0.146,1448,1500,536,1448,372,560790166,387479,43830,387477,98.1e6,20.088,1.25,2,190.1e6,127.1e6,95.6e6,47880ms
1529689789.437462213,224,22.796,0.276,1448,1500,536,1448,372,560934966,387569,43841,387567,98.1e6,20.088,1.25,2,189.0e6,127.1e6,95.8e6,47896ms
1529689789.449290083,224,22.675,0.172,1448,1500,536,1448,372,561079766,387669,43852,387667,98.1e6,20.088,1.25,2,190.0e6,127.1e6,93.8e6,47908ms
1529689789.460974507,224,22.863,0.471,1448,1500,536,1448,372,561210086,387769,43862,387767,98.1e6,20.088,1.25,2,188.5e6,127.1e6,93.9e6,47916ms
1529689789.472981663,224,22.685,0.183,1448,1500,536,1448,372,561354886,387864,43873,387862,98.1e6,20.088,1.25,2,190.0e6,127.1e6,95.4e6,47928ms
1529689789.484635613,224,22.632,0.149,1448,1500,536,1448,372,561492446,387964,43884,387962,98.1e6,20.088,1.25,2,190.4e6,127.1e6,93.1e6,47940ms
1529689789.496589370,224,22.629,0.116,1448,1500,536,1448,372,561637246,388064,43895,388062,98.1e6,20.088,1.25,2,190.4e6,127.1e6,95.8e6,47952ms
1529689789.508539267,224,22.73,0.192,1448,1500,536,1448,372,561782046,388164,43906,388162,98.1e6,20.088,1.25,2,189.6e6,127.1e6,96.0e6,47964ms
1529689789.520306142,224,22.664,0.149,1448,1500,536,1448,372,561926846,388254,43917,388252,98.1e6,20.088,1.25,2,190.1e6,127.1e6,94.4e6,47976ms
1529689789.532113211,224,22.67,0.17,1448,1500,536,1448,372,562057166,388354,43927,388352,98.1e6,20.088,1.25,2,190.1e6,127.1e6,93.8e6,47988ms
1529689789.543754813,224,22.77,0.265,1448,1500,536,1448,372,562201966,388449,43938,388447,98.1e6,20.088,1.25,2,189.3e6,127.1e6,95.3e6,48000ms
1529689789.555646380,224,22.683,0.13,1448,1500,536,1448,370,562339526,388549,43949,388547,98.0e6,20.088,1.25,2,189.0e6,126.9e6,92.9e6,48012ms
1529689789.567774925,224,22.682,0.126,1448,1500,536,1448,370,562484326,388649,43960,388647,98.0e6,20.088,1.25,2,189.0e6,126.9e6,95.8e6,48024ms
1529689789.579470354,224,22.686,0.182,1448,1500,536,1448,370,562629126,388749,43971,388747,98.0e6,20.088,1.25,2,188.9e6,126.9e6,95.7e6,48036ms
1529689789.591135443,224,22.659,0.162,1448,1500,536,1448,370,562773926,388839,43982,388837,98.0e6,20.088,1.25,2,189.2e6,126.9e6,93.8e6,48048ms
1529689789.603055935,224,22.637,0.149,1448,1500,536,1448,370,562918726,388939,43993,388937,98.0e6,20.088,1.25,2,189.3e6,126.9e6,95.6e6,48060ms
1529689789.614935279,224,22.647,0.165,1448,1500,536,1448,370,563049046,389044,44003,389042,98.0e6,20.088,1.25,2,189.3e6,126.9e6,95.7e6,48072ms
1529689789.626541913,224,22.637,0.136,1448,1500,536,1448,370,563201086,389144,44015,389142,98.0e6,20.088,1.25,2,189.3e6,126.9e6,95.6e6,48084ms
1529689789.638103939,224,22.749,0.305,1448,1500,536,1448,370,563331406,389234,44025,389232,98.0e6,20.088,1.25,2,188.4e6,126.9e6,95.6e6,48096ms
1529689789.649686218,224,22.697,0.169,1448,1500,536,1448,370,563476206,389324,44036,389322,98.0e6,20.088,1.25,2,188.8e6,126.9e6,95.9e6,48108ms
1529689789.661440300,224,22.792,0.425,1448,1500,536,1448,372,563606526,389424,44046,389422,98.1e6,20.088,1.25,2,189.1e6,127.0e6,95.6e6,48120ms
1529689789.672957219,224,22.711,0.143,1448,1500,536,1448,372,563751326,389514,44057,389512,98.1e6,20.088,1.25,2,189.7e6,127.0e6,93.8e6,48128ms
1529689789.684666294,224,22.649,0.177,1448,1500,536,1448,372,563881646,389614,44068,389612,98.1e6,20.088,1.25,2,190.3e6,127.0e6,93.8e6,48140ms
1529689789.696612901,224,22.686,0.228,1448,1500,536,1448,372,564026446,389709,44080,389707,98.1e6,20.088,1.25,2,190.0e6,127.0e6,95.7e6,48152ms
1529689789.708387209,224,22.641,0.127,1448,1500,536,1448,372,564178486,389819,44092,389817,98.1e6,20.088,1.25,2,190.3e6,127.0e6,95.6e6,48164ms
1529689789.720403768,224,22.651,0.107,1448,1500,536,1448,372,564308806,389909,44103,389907,98.1e6,20.088,1.25,2,190.2e6,127.0e6,95.5e6,48176ms
1529689789.732189800,224,22.672,0.149,1448,1500,536,1448,372,564452158,390009,44114,390007,98.1e6,20.088,1.25,2,190.1e6,127.0e6,95.5e6,48188ms
1529689789.744062288,224,22.696,0.207,1448,1500,536,1448,372,564598406,390109,44125,390107,98.1e6,20.088,1.25,2,189.9e6,127.0e6,93.8e6,48200ms
1529689789.755926622,224,22.651,0.146,1448,1500,536,1448,372,564743206,390199,44136,390197,98.1e6,20.088,1.25,2,190.2e6,127.0e6,95.2e6,48212ms
1529689789.767826129,224,22.651,0.161,1448,1500,536,1448,372,564880766,390304,44148,390302,98.1e6,20.088,1.25,2,190.2e6,127.0e6,93.1e6,48224ms
1529689789.779811668,224,22.636,0.126,1448,1500,536,1448,372,565025566,390404,44159,390402,98.1e6,20.088,1.25,2,190.4e6,127.0e6,95.8e6,48236ms
1529689789.791813209,224,22.672,0.182,1448,1500,536,1448,372,565170366,390494,44170,390492,98.1e6,20.088,1.25,2,190.1e6,127.0e6,95.6e6,48248ms
1529689789.803575683,224,22.643,0.15,1448,1500,536,1448,372,565315166,390594,44182,390592,98.1e6,20.088,1.25,2,190.3e6,127.0e6,93.8e6,48260ms
1529689789.815052402,224,22.649,0.179,1448,1500,536,1448,372,565445486,390694,44192,390692,98.1e6,20.088,1.25,2,190.3e6,127.0e6,93.8e6,48272ms
1529689789.826890534,224,22.736,0.251,1448,1500,536,1448,372,565590286,390789,44203,390787,98.1e6,20.088,1.25,2,189.5e6,127.0e6,95.7e6,48284ms
1529689789.838572696,224,22.637,0.158,1448,1500,536,1448,372,565727846,390889,44214,390887,98.1e6,20.088,1.25,2,190.4e6,127.0e6,93.1e6,48296ms
1529689789.850438939,224,22.665,0.121,1448,1500,536,1448,372,565872646,390989,44226,390987,98.1e6,20.088,1.25,2,190.1e6,127.0e6,95.7e6,48308ms
1529689789.862381724,224,22.779,0.28,1448,1500,536,1448,372,566017446,391079,44237,391077,98.1e6,20.088,1.25,2,189.2e6,127.0e6,97.3e6,48320ms
1529689789.874330739,224,22.679,0.177,1448,1500,536,1448,372,566162246,391179,44248,391177,98.1e6,20.088,1.25,2,190.0e6,127.0e6,93.8e6,48332ms
1529689789.886494362,224,22.823,0.451,1448,1500,536,1448,372,566307046,391279,44259,391277,98.1e6,20.088,1.25,2,188.8e6,127.0e6,95.2e6,48344ms
1529689789.898339485,224,22.66,0.214,1448,1500,536,1448,370,566444606,391384,44270,391382,97.9e6,20.088,1.25,2,189.1e6,126.8e6,93.1e6,48356ms
1529689789.910066318,224,22.628,0.12,1448,1500,536,1448,370,566589406,391484,44282,391482,97.9e6,20.088,1.25,2,189.4e6,126.8e6,95.8e6,48368ms
1529689789.921842077,224,22.624,0.127,1448,1500,536,1448,370,566719726,391574,44292,391572,97.9e6,20.088,1.25,2,189.4e6,126.8e6,95.7e6,48380ms
1529689789.933296345,224,22.676,0.174,1448,1500,536,1448,370,566864526,391664,44303,391662,97.9e6,20.088,1.25,2,189.0e6,126.8e6,95.6e6,48392ms
1529689789.944857626,224,22.688,0.146,1448,1500,536,1448,370,566994846,391764,44313,391762,97.9e6,20.088,1.25,2,188.9e6,126.8e6,95.7e6,48400ms
1529689789.956540102,224,22.665,0.155,1448,1500,536,1448,372,567139646,391864,44324,391862,98.1e6,20.088,1.25,2,190.1e6,127.0e6,93.9e6,48412ms
1529689789.968198202,224,22.683,0.2,1448,1500,536,1448,372,567284446,391954,44335,391952,98.1e6,20.088,1.25,2,190.0e6,127.0e6,95.5e6,48424ms
1529689789.980095614,224,22.682,0.119,1448,1500,536,1448,372,567414766,392059,44345,392057,98.1e6,20.088,1.25,2,190.0e6,127.0e6,94.8e6,48436ms
1529689789.991615517,224,22.652,0.17,1448,1500,536,1448,372,567552326,392149,44358,392147,98.1e6,20.088,1.25,2,190.2e6,127.0e6,93.1e6,48448ms
1529689790.003340852,224,22.633,0.144,1448,1500,536,1448,372,567697126,392249,44369,392247,98.1e6,20.088,1.25,2,190.4e6,127.0e6,96.1e6,48460ms
1529689790.014915726,224,22.676,0.182,1448,1500,536,1448,372,567841926,392339,44380,392337,98.1e6,20.088,1.25,2,190.0e6,127.0e6,95.7e6,48472ms
1529689790.026585705,224,22.767,0.274,1448,1500,536,1448,372,567972246,392439,44390,392437,98.1e6,20.088,1.25,2,189.3e6,127.0e6,95.7e6,48484ms
1529689790.038728412,224,22.682,0.194,1448,1500,536,1448,372,568117046,392539,44401,392537,98.1e6,20.088,1.25,2,190.0e6,127.0e6,93.8e6,48496ms
1529689790.050354992,224,22.629,0.169,1448,1500,536,1448,372,568261846,392634,44413,392632,98.1e6,20.088,1.25,2,190.4e6,127.0e6,95.7e6,48508ms
1529689790.062427984,224,22.642,0.138,1448,1500,536,1448,372,568399406,392734,44424,392732,98.1e6,20.088,1.25,2,190.3e6,127.0e6,93.1e6,48520ms
1529689790.074561121,224,22.662,0.127,1448,1500,536,1448,372,568544206,392834,44436,392832,98.1e6,20.088,1.25,2,190.2e6,127.0e6,95.7e6,48532ms
1529689790.086025675,224,22.808,0.299,1448,1500,536,1448,372,568689006,392934,44447,392932,98.1e6,20.088,1.25,2,188.9e6,127.0e6,98.0e6,48544ms
1529689790.098057927,224,22.688,0.189,1448,1500,536,1448,372,568833806,393024,44458,393022,98.1e6,20.088,1.25,2,189.9e6,127.0e6,93.8e6,48556ms
1529689790.109807363,224,22.686,0.223,1448,1500,536,1448,372,568978606,393124,44470,393122,98.1e6,20.088,1.25,2,190.0e6,127.0e6,95.6e6,48568ms
1529689790.121262254,224,22.644,0.161,1448,1500,536,1448,372,569108926,393219,44480,393217,98.1e6,20.088,1.25,2,190.3e6,127.0e6,95.6e6,48580ms
1529689790.132816535,224,22.62,0.17,1448,1500,536,1448,372,569245038,393319,44491,393317,98.1e6,20.088,1.25,2,190.5e6,127.0e6,92.6e6,48588ms
1529689790.144277661,224,22.677,0.133,1448,1500,536,1448,372,569376806,393409,44501,393407,98.1e6,20.088,1.25,2,190.0e6,127.0e6,92.7e6,48600ms
1529689790.155845840,224,22.701,0.166,1448,1500,536,1448,372,569521606,393509,44513,393507,98.1e6,20.088,1.25,2,189.8e6,127.0e6,95.6e6,48612ms
1529689790.167785949,224,22.716,0.159,1448,1500,536,1448,372,569666406,393599,44524,393597,98.1e6,20.088,1.25,2,189.7e6,127.0e6,95.7e6,48624ms
1529689790.179615927,224,22.673,0.168,1448,1500,536,1448,372,569811206,393699,44535,393697,98.1e6,20.088,1.25,2,190.1e6,127.0e6,93.9e6,48636ms
1529689790.191115695,224,22.662,0.181,1448,1500,536,1448,372,569941526,393799,44545,393797,98.2e6,20.088,1.25,2,190.2e6,127.2e6,93.8e6,48648ms
1529689790.202797970,224,22.632,0.147,1448,1500,536,1448,372,570086326,393889,44556,393887,98.2e6,20.088,1.25,2,190.4e6,127.2e6,95.6e6,48660ms
1529689790.214521954,224,22.61,0.146,1448,1500,536,1448,372,570223886,393994,44567,393992,98.2e6,20.088,1.25,2,190.6e6,127.2e6,93.1e6,48672ms
1529689790.226970838,224,22.707,0.248,1448,1500,536,1448,372,570368686,394094,44579,394092,98.2e6,20.088,1.25,2,189.8e6,127.2e6,95.5e6,48684ms
1529689790.238380443,224,22.702,0.178,1448,1500,536,1448,372,570513486,394184,44590,394182,98.2e6,20.088,1.25,2,189.8e6,127.2e6,97.9e6,48696ms
1529689790.250068917,224,22.691,0.184,1448,1500,536,1448,372,570643806,394284,44600,394282,98.2e6,20.088,1.25,2,189.9e6,127.2e6,95.7e6,48708ms
1529689790.262265194,224,22.647,0.158,1448,1500,536,1448,372,570788606,394384,44612,394382,98.2e6,20.088,1.25,2,190.3e6,127.2e6,93.8e6,48720ms
1529689790.274015302,224,22.65,0.108,1448,1500,536,1448,372,570933406,394479,44623,394477,98.2e6,20.088,1.25,2,190.3e6,127.2e6,95.0e6,48732ms
1529689790.285769243,224,22.602,0.128,1448,1500,536,1448,372,571070966,394579,44634,394577,98.2e6,20.088,1.25,2,190.7e6,127.2e6,93.2e6,48744ms
1529689790.297300885,224,22.645,0.128,1448,1500,536,1448,372,571215766,394679,44648,394677,98.2e6,20.088,1.25,2,190.3e6,127.2e6,96.2e6,48756ms
1529689790.308915540,224,22.642,0.124,1448,1500,536,1448,372,571346086,394769,44658,394767,98.2e6,20.088,1.25,2,190.3e6,127.2e6,95.6e6,48764ms
1529689790.320543420,224,22.677,0.167,1448,1500,536,1448,372,571489438,394869,44669,394867,98.4e6,20.088,1.25,2,190.0e6,127.4e6,95.2e6,48776ms
1529689790.332226319,224,22.715,0.219,1448,1500,536,1448,372,571635686,394959,44680,394957,98.4e6,20.088,1.25,2,189.7e6,127.4e6,93.9e6,48788ms
1529689790.344105696,224,22.673,0.174,1448,1500,536,1448,372,571766006,395059,44690,395057,98.4e6,20.088,1.25,2,190.1e6,127.4e6,94.4e6,48800ms
1529689790.355754455,224,22.624,0.169,1448,1500,536,1448,372,571910806,395154,44701,395152,98.4e6,20.088,1.25,2,190.5e6,127.4e6,95.6e6,48812ms
1529689790.367262732,224,22.72,0.251,1448,1500,536,1448,372,572048366,395254,44712,395252,98.4e6,20.088,1.25,2,189.7e6,127.4e6,93.1e6,48824ms
1529689790.379295913,224,22.663,0.138,1448,1500,536,1448,372,572193166,395354,44723,395352,98.4e6,20.088,1.25,2,190.1e6,127.4e6,95.4e6,48836ms
1529689790.409705797,224,22.656,0.144,1448,1500,536,1448,372,572562406,395599,44751,395597,98.4e6,20.088,1.25,2,190.2e6,127.4e6,95.7e6,48868ms
1529689790.421489929,224,22.79,0.398,1448,1500,536,1448,372,572692726,395704,44761,395702,98.4e6,20.088,1.25,2,189.1e6,127.4e6,95.5e6,48880ms
1529689790.433301382,224,22.66,0.145,1448,1500,536,1448,372,572843318,395804,44773,395802,98.4e6,20.088,1.25,2,190.2e6,127.4e6,95.2e6,48892ms
1529689790.444867250,224,22.69,0.161,1448,1500,536,1448,372,572975086,395894,44783,395892,98.4e6,20.088,1.25,2,189.9e6,127.4e6,95.7e6,48900ms
1529689790.456943184,224,22.684,0.185,1448,1500,536,1448,372,573119886,395994,44794,395992,98.4e6,20.088,1.25,2,190.0e6,127.4e6,96.2e6,48912ms
1529689790.468946101,224,22.664,0.173,1448,1500,536,1448,372,573264686,396094,44805,396092,98.4e6,20.088,1.25,2,190.1e6,127.4e6,93.8e6,48924ms
1529689790.480810920,224,22.702,0.2,1448,1500,536,1448,372,573409486,396184,44816,396182,98.4e6,20.088,1.25,2,189.8e6,127.4e6,95.1e6,48936ms
1529689790.492823903,224,22.65,0.151,1448,1500,536,1448,372,573547046,396289,44827,396287,98.4e6,20.088,1.25,2,190.3e6,127.4e6,93.1e6,48948ms
1529689790.504760695,224,22.643,0.132,1448,1500,536,1448,372,573691846,396389,44838,396387,98.4e6,20.088,1.25,2,190.3e6,127.4e6,95.9e6,48960ms
1529689790.516624665,224,22.678,0.191,1448,1500,536,1448,372,573836646,396479,44849,396477,98.4e6,20.088,1.25,2,190.0e6,127.4e6,95.6e6,48972ms
1529689790.528213266,224,22.674,0.181,1448,1500,536,1448,372,573966966,396579,44859,396577,98.4e6,20.088,1.25,2,190.1e6,127.4e6,95.7e6,48984ms
1529689790.539841601,224,22.648,0.182,1448,1500,536,1448,372,574111766,396679,44870,396677,98.4e6,20.088,1.25,2,190.3e6,127.4e6,93.8e6,48996ms
1529689790.551915990,224,22.718,0.279,1448,1500,536,1448,372,574256566,396769,44881,396767,98.4e6,20.088,1.25,2,189.7e6,127.4e6,95.7e6,49008ms
1529689790.564063067,224,22.669,0.151,1448,1500,536,1448,370,574394126,396874,44892,396872,97.7e6,20.088,1.25,2,189.1e6,126.5e6,93.1e6,49020ms
1529689790.575850186,224,22.797,0.336,1448,1500,536,1448,370,574538926,396974,44903,396972,97.7e6,20.088,1.25,2,188.0e6,126.5e6,95.3e6,49032ms
1529689790.587743041,224,22.727,0.162,1448,1500,536,1448,370,574683726,397074,44914,397072,97.7e6,20.088,1.25,2,188.6e6,126.5e6,95.6e6,49044ms
1529689790.599612010,224,22.666,0.139,1448,1500,536,1448,370,574828526,397164,44925,397162,97.7e6,20.088,1.25,2,189.1e6,126.5e6,93.9e6,49056ms
1529689790.611160189,224,22.66,0.167,1448,1500,536,1448,370,574958846,397264,44935,397262,97.7e6,20.088,1.25,2,189.1e6,126.5e6,93.8e6,49068ms
1529689790.622909632,224,22.834,0.378,1448,1500,536,1448,370,575103646,397359,44946,397357,97.7e6,20.088,1.25,2,187.7e6,126.5e6,95.2e6,49080ms
1529689790.634673667,224,22.67,0.197,1448,1500,536,1448,364,575241206,397459,44957,397457,96.2e6,20.088,1.25,2,186.0e6,124.6e6,93.1e6,49092ms
1529689790.646467352,224,22.641,0.122,1448,1500,536,1448,364,575384558,397559,44968,397557,96.2e6,20.088,1.25,2,186.2e6,124.6e6,95.7e6,49104ms
1529689790.657865343,224,22.697,0.17,1448,1500,536,1448,364,575530806,397649,44979,397647,96.2e6,20.088,1.25,2,185.8e6,124.6e6,96.0e6,49116ms
1529689790.669310622,224,22.681,0.154,1448,1500,536,1448,364,575661126,397749,44989,397747,96.2e6,20.088,1.25,2,185.9e6,124.6e6,96.1e6,49128ms
1529689790.681193135,224,22.655,0.159,1448,1500,536,1448,364,575805926,397839,45000,397837,96.2e6,20.088,1.25,2,186.1e6,124.6e6,94.0e6,49140ms
1529689790.692846525,224,22.715,0.16,1448,1500,536,1448,364,575936246,397939,45010,397937,96.2e6,20.088,1.25,2,185.6e6,124.6e6,94.0e6,49148ms
1529689790.704722856,224,22.655,0.116,1448,1500,536,1448,364,576081046,398034,45021,398032,96.2e6,20.088,1.25,2,186.1e6,124.6e6,95.1e6,49160ms
1529689790.716234667,224,22.685,0.233,1448,1500,536,1448,364,576218606,398134,45032,398132,96.2e6,20.088,1.25,2,185.9e6,124.6e6,93.1e6,49172ms
1529689790.728260513,224,22.628,0.116,1448,1500,536,1448,364,576363406,398234,45043,398232,96.2e6,20.088,1.25,2,186.3e6,124.6e6,96.0e6,49184ms
1529689790.740343146,224,22.663,0.181,1448,1500,536,1448,364,576508206,398334,45055,398332,96.2e6,20.088,1.25,2,186.1e6,124.6e6,95.7e6,49196ms
1529689790.751815996,224,22.656,0.158,1448,1500,536,1448,364,576653006,398424,45066,398422,96.2e6,20.088,1.25,2,186.1e6,124.6e6,93.9e6,49208ms
1529689790.763475939,224,22.719,0.257,1448,1500,536,1448,364,576783326,398524,45076,398522,96.2e6,20.088,1.25,2,185.6e6,124.6e6,93.9e6,49220ms
1529689790.775320961,224,22.648,0.129,1448,1500,536,1448,364,576928126,398614,45088,398612,96.2e6,20.088,1.25,2,186.2e6,124.6e6,95.7e6,49232ms
1529689790.786941884,224,22.617,0.143,1448,1500,536,1448,364,577065686,398719,45099,398717,96.2e6,20.088,1.25,2,186.4e6,124.6e6,93.1e6,49244ms
1529689790.798726560,224,22.615,0.114,1448,1500,536,1448,364,577210486,398819,45110,398817,96.2e6,20.088,1.25,2,186.5e6,124.6e6,95.6e6,49256ms
1529689790.810607962,224,22.771,0.261,1448,1500,536,1448,364,577355286,398909,45121,398907,96.2e6,20.088,1.25,2,185.2e6,124.6e6,95.8e6,49268ms
1529689790.822518856,224,22.693,0.154,1448,1500,536,1448,364,577485606,399009,45131,399007,96.2e6,20.088,1.25,2,185.8e6,124.6e6,95.8e6,49280ms
1529689790.834255585,224,22.652,0.133,1448,1500,536,1448,364,577628958,399109,45142,399107,96.2e6,20.088,1.25,2,186.1e6,124.6e6,93.4e6,49292ms
1529689790.845964426,224,22.668,0.188,1448,1500,536,1448,364,577775206,399199,45153,399197,96.1e6,20.088,1.25,2,186.0e6,124.5e6,95.7e6,49304ms
1529689790.857725677,224,22.628,0.128,1448,1500,536,1448,364,577912766,399304,45164,399302,96.1e6,20.088,1.25,2,186.3e6,124.5e6,93.1e6,49316ms
1529689790.869744844,224,22.631,0.117,1448,1500,536,1448,364,578057566,399404,45175,399402,96.1e6,20.088,1.25,2,186.3e6,124.5e6,95.4e6,49328ms
1529689790.881443872,224,22.663,0.178,1448,1500,536,1448,364,578202366,399494,45186,399492,96.1e6,20.088,1.25,2,186.1e6,124.5e6,95.6e6,49340ms
1529689790.893358769,224,22.721,0.211,1448,1500,536,1448,364,578332686,399594,45196,399592,96.1e6,20.088,1.25,2,185.6e6,124.5e6,95.6e6,49352ms
1529689790.905088698,224,22.656,0.172,1448,1500,536,1448,364,578477486,399694,45207,399692,96.1e6,20.088,1.25,2,186.1e6,124.5e6,94.0e6,49360ms
1529689790.917013957,224,22.643,0.12,1448,1500,536,1448,364,578622286,399789,45219,399787,96.1e6,20.088,1.25,2,186.2e6,124.5e6,95.4e6,49372ms
1529689790.928943637,224,22.705,0.21,1448,1500,536,1448,364,578759846,399889,45230,399887,96.1e6,20.088,1.25,2,185.7e6,124.5e6,93.1e6,49384ms
1529689790.940809364,224,22.64,0.122,1448,1500,536,1448,364,578904646,399989,45241,399987,96.1e6,20.088,1.25,2,186.2e6,124.4e6,95.9e6,49396ms
1529689790.952742883,224,22.672,0.161,1448,1500,536,1448,364,579049446,400089,45252,400087,96.1e6,20.088,1.25,2,186.0e6,124.5e6,95.6e6,49408ms
1529689790.964446163,224,22.638,0.168,1448,1500,536,1448,364,579194246,400179,45264,400177,96.1e6,20.088,1.25,2,186.3e6,124.5e6,93.9e6,49420ms
1529689790.976323736,224,22.644,0.175,1448,1500,536,1448,364,579324566,400279,45274,400277,96.1e6,20.088,1.25,2,186.2e6,124.5e6,94.0e6,49432ms
1529689790.988238421,224,22.63,0.178,1448,1500,536,1448,364,579469366,400374,45285,400372,96.1e6,20.088,1.25,2,186.3e6,124.5e6,95.7e6,49444ms
1529689791.000157195,224,22.793,0.401,1448,1500,536,1448,364,579606926,400474,45296,400472,96.1e6,20.088,1.25,2,185.0e6,124.5e6,93.1e6,49456ms
1529689791.012104596,224,22.682,0.144,1448,1500,536,1448,364,579751726,400574,45307,400572,96.1e6,20.088,1.25,2,185.9e6,124.5e6,95.3e6,49468ms
1529689791.024288212,224,22.647,0.166,1448,1500,536,1448,364,579911006,400674,45319,400672,96.1e6,20.088,1.25,2,186.2e6,124.5e6,93.9e6,49480ms
1529689791.035807252,224,22.65,0.137,1448,1500,536,1448,364,580041326,400774,45330,400772,96.1e6,20.088,1.25,2,186.2e6,124.5e6,94.0e6,49492ms
1529689791.047337620,224,22.648,0.172,1448,1500,536,1448,364,580186126,400864,45341,400862,96.1e6,20.088,1.25,2,186.2e6,124.5e6,95.5e6,49504ms
1529689791.058879578,224,22.791,0.389,1448,1500,536,1448,364,580316446,400959,45351,400957,96.1e6,20.088,1.25,2,185.0e6,124.5e6,95.6e6,49516ms
1529689791.070252925,224,22.687,0.171,1448,1500,536,1448,364,580454006,401059,45362,401057,96.1e6,20.088,1.25,2,185.9e6,124.5e6,93.1e6,49528ms
1529689791.081882199,224,22.661,0.094,1448,1500,536,1448,364,580598806,401159,45373,401157,96.1e6,20.088,1.25,2,186.1e6,124.5e6,95.5e6,49540ms
1529689791.093479516,224,22.703,0.19,1448,1500,536,1448,372,580729126,401249,45383,401247,98.2e6,20.088,1.25,2,189.8e6,127.1e6,95.7e6,49552ms
1529689791.105103839,224,22.69,0.17,1448,1500,536,1448,372,580873926,401339,45394,401337,98.2e6,20.088,1.25,2,189.9e6,127.1e6,95.6e6,49560ms
1529689791.116668915,224,22.681,0.17,1448,1500,536,1448,372,581004246,401439,45404,401437,98.2e6,20.088,1.25,2,190.0e6,127.1e6,95.6e6,49572ms
1529689791.128571000,224,22.678,0.155,1448,1500,536,1448,372,581149046,401539,45415,401537,98.2e6,20.088,1.25,2,190.0e6,127.1e6,94.0e6,49584ms
1529689791.140179455,224,22.761,0.241,1448,1500,536,1448,372,581293846,401629,45426,401627,98.2e6,20.088,1.25,2,189.3e6,127.1e6,95.1e6,49596ms
1529689791.151843788,224,22.676,0.163,1448,1500,536,1448,372,581424166,401734,45436,401732,98.2e6,20.088,1.25,2,190.0e6,127.1e6,95.7e6,49608ms
1529689791.163534188,224,22.629,0.144,1448,1500,536,1448,372,581561726,401824,45448,401822,98.2e6,20.088,1.25,2,190.4e6,127.1e6,93.1e6,49620ms
1529689791.175022726,224,22.641,0.098,1448,1500,536,1448,372,581706526,401924,45459,401922,98.2e6,20.088,1.25,2,190.3e6,127.1e6,95.7e6,49632ms
1529689791.186426929,224,22.779,0.334,1448,1500,536,1448,372,581836846,402014,45469,402012,98.2e6,20.088,1.25,2,189.2e6,127.1e6,95.7e6,49644ms
1529689791.198245981,224,22.723,0.213,1448,1500,536,1448,372,581981646,402114,45480,402112,98.2e6,20.088,1.25,2,189.6e6,127.1e6,95.3e6,49656ms
1529689791.209912355,224,22.689,0.174,1448,1500,536,1448,372,582126446,402204,45492,402202,98.2e6,20.088,1.25,2,189.9e6,127.1e6,93.9e6,49668ms
1529689791.221509792,224,22.897,0.509,1448,1500,536,1448,372,582256766,402304,45502,402302,98.2e6,20.088,1.25,2,188.2e6,127.1e6,93.9e6,49680ms
1529689791.232617062,224,22.705,0.208,1448,1500,536,1448,372,582401566,402394,45513,402392,98.2e6,20.088,1.25,2,189.8e6,127.1e6,95.5e6,49688ms
1529689791.244133270,224,22.674,0.159,1448,1500,536,1448,372,582531886,402489,45523,402487,98.2e6,20.088,1.25,2,190.1e6,127.1e6,95.7e6,49700ms
1529689791.256261544,224,22.677,0.214,1448,1500,536,1448,372,582669446,402589,45534,402587,98.2e6,20.088,1.25,2,190.0e6,127.1e6,93.1e6,49712ms
1529689791.268314105,224,22.647,0.118,1448,1500,536,1448,372,582814246,402689,45545,402687,98.2e6,20.088,1.25,2,190.3e6,127.1e6,95.8e6,49724ms
1529689791.280128370,224,22.686,0.164,1448,1500,536,1448,372,582959046,402789,45556,402787,98.2e6,20.088,1.25,2,190.0e6,127.1e6,95.6e6,49736ms
1529689791.292173067,224,22.698,0.21,1448,1500,536,1448,372,583103846,402889,45567,402887,98.2e6,20.088,1.25,2,189.9e6,127.1e6,93.9e6,49748ms
1529689791.303898616,224,22.68,0.127,1448,1500,536,1448,372,583248646,402979,45578,402977,98.3e6,20.088,1.25,2,190.0e6,127.3e6,95.2e6,49760ms
1529689791.316072564,224,22.701,0.233,1448,1500,536,1448,372,583386206,403084,45589,403082,98.3e6,20.088,1.25,2,189.8e6,127.3e6,93.1e6,49772ms
